text,sentiment
"Beware of Apple's new update. It contains face ID while wearing a mask and exposure notification to support COVID-19 contact tracing.

Please keep update your phone with upcoming updates from Apple & Google. (For india hopefully coming soon) 

#iOS135 #UPDATE #Apple pic.twitter.com/tbcNqH29uc",pos
"Very effective that mask Milano, lol, congrats you turned out to be more of a retard than we all though. Considering that only certain Masks (not the ones you guys have) protect your from deadly stuff, good luck, but don't worry there is a 99% chance to recover from COVID-19.",pos
I'm sure that mask will do a lot to keep the COVID-19 virus from reaching you.,pos
"I think wearing mask will become as necessary as wearing clothes in our life, from the time this covid-19 has come we can't hear any fucking good news everything is so fucked up. We all are trapped I guess, nature is playing big boss with us ...!!
#staysafe
#COVIDー19
#Amphan",neg
"Going down the shore this weekend? Don't forget to MASK UP! Protect yourself and others from COVID-19 - wear a mask, especially within 6 feet of each other. We're all in this together!  pic.twitter.com/g7LYxsaiCo",pos
"From now on, the new name for the loving act of wearing a mask in public to help slow the spread of #COVID-19 is #FreedomFace. I hope to see a lot of #FreedomFaces this holiday weekend!",pos
"My how logic blows the small minded. 

How does POTUS, who knows he doesn't have Covid 19, prevent himself from giving it to others by wearing a mask? 

Maybe four legs can answer that one.",pos
"The CDC estimates that as many as 56,000 people die from the flu or flu-like illness each year... each year. As of today - in less than 4 months we have lost OVER 96,000 people. Covid-19 is highly contagious. Wearing a mask makes a difference- WEAR A MASK PEOPLE!",neg
"If you are out and about this weekend, please wear a mask for your safety and the safety of others. Over 96,000 people have died from Covid-19 in the last couple of months.",pos
"Let me ask you guys, if masks were free, why won’t you just simply wear one as a act of kindness to others who might die if they contract COVID-19 from you (I assume, a seemingly healthy person who may be asymptotic if you catch it)? It seems so easy to just wear a mask, why not?",pos
"I think they're Ok. If there's COVID-19 on your kitchen counter, you're going to get sick, but even w/mask filthy from home, you won't get COVID-19 if it's not in your home. Wearing one to grocery store would decrease risk unless you let COVID patient use it as a kleenex.",neg
"The the Maine CDC director going by information from Federal CDC pointed out that a person with contracted Covid 19 is most transmittable before they show any symptoms, and a mask helps those people from spreading the virus.
 Is this informatiin you have been informed of?",pos
Most people with COVID-19 may not show any signs but can still spread the disease. Protect yourself: stay 2 metres away from the next person and use a mask.,pos
"Collectivists will put the greater good of the country above personal wants. Taiwan and China, historically collectivist countries, have seen extreme decline in prevalence rates. In relation to COVID-19, an individualist may choose to wear a mask for personal protection from",pos
Exactly what will a surgical mask protect you from?  bad breath?  Won't protect from Covid-19.  pic.twitter.com/W8B1zq8Apb,pos
Its a scientific fact to wear a mask and social distancing is the only thing we have available to slow the spread of COVID-19.  We don't want to overwhelm the health system.  Of course we have to open the country.  Lets see where it goes from here.,pos
"You want another study, okay here this is from 2020

""both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.""

 https://www.acpjournals.org/doi/10.7326/M20-1342 …",pos
"2020 study of masks

""both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.""

Masks do not stop viruses, Science

 https://www.acpjournals.org/doi/10.7326/M20-1342 …",pos
"IMPORTANT INFORMATION!!!
👇
""Most people with COVID-19 may not show any signs but can still spread the disease. Protect yourself: stay 2 metres away from the next person and use a mask."" ~NCDC",pos
"I agree! Keep the house of worship closed. A lot of folks who got infected and died contracted it- COVID-19 from Church.
#StayHomeSaveLives and wear a mask it slows infection rates and saves lives.
Remember we have to vote these mfker's-President Clorox and VP Lysol 🤣 out!",neg
"Live from the Hit Zone : Living through Covid 19 You will not muzzle me, I won't be silenced. My rebellious soul wont allow it. I wear the mask because I have elderly family thst I care…  https://www.instagram.com/p/CAiXo0ZgFxWw3utzcvXV3UMorJHj1ynH5on6w00/?igshid=1mo0j4kzlimny …",neg
Most people with COVID-19 may not show any signs but can still spread the disease. Protect yourself: stay 2 metres away from the next person and use a mask.,pos
"Yesterday was the first time using @lyft in 3 months, down from probably 7-10/week before COVID-19. What’s the appropriate response to a driver not wearing a mask if they were overall safe driving and friendly? I feel like rating reduction is a bit harsh, but... @AskLyft",pos
"An Assamese #bride during #Covid_19 with a chic and embellished silk handloom mask. 
#whatsappwonderbox 

Loved it and could not stop myself from sharing it. 
In Assam, brides wear white/off-white silk mekhela-sador woven with gold zari.  pic.twitter.com/hkSduwaGgL",pos
"So far 16,149 New Yorkers have died from COVID-19. Don't make light of their death. Wear a fucking mask.",neg
"I’m not wearing a mask to protect me from #Covid_19, I’m wearing it to protect me from whatever is apparently making people way more fucking stupid than usual.",pos
"We’ve seen high levels of mask-wearing in Chester Co, PA. I was surprised that the checker at my local grocery was unmasked, then I saw her button saying she had recovered from COVID-19. I haven’t seen this before. Is it a thing?",pos
Until there is an affordable treatment that means ppl don’t die from Covid 19 I’ll be a mask wearing social distancing home body,neg
iOS 13.5 speeds up access to the passcode field on devices with Face ID when you are wearing a face mask and introduces the Exposure Notification API to support COVID-19 contact tracing apps from public health authorities.  https://twitter.com/davidicke/status/1264194595195322368 …,pos
iOS 13.5 speeds up access to the passcode field on devices with Face ID when you are wearing a face mask and introduces the Exposure Notification API to support COVID-19 contact tracing apps from public health authorities.,pos
"Unfortunately there is a lot of ignorance in this country. I still see people gathering outside, no social distance, no mask, touching their faces constantly. We are leaders of infections and deaths from COVID-19 in the world. It says a lot about our behavior facing this pandemic",neg
No sorry I believe in the freedom of choice. If people want to wear masks out of fear that's on them. My province is emerging from covid-19 as we speak. By the end of June we will be completely clean if you think a province with no patience she wear a mask you're ridiculous,neg
"Just remember - if you’re not 80+ years old, you’re not gonna suffer from COVID-19 regardless of whether you wear a mask. If you are 80+, stay home and stop destroying our economy.",neg
Wearing the cloth/ear loop mask offers you no protection against contracting COVID-19. They supposedly protect others from asymptomatic people.,pos
New study reveals exactly how useful a mask is at protecting you from COVID-19  https://www.newsbreakapp.com/n/0P6m8q6S?s=a2&pd=03j3G6S7 …,pos
"#ChinaVirus #COVID19 Serious question, if a fart can get through a pair of underwear and jeans, but government tells you to wear a cloth mask to save you from COVID-19?",pos
"The appropriate response from now on: ""I'm wearing a mask to protect YOU. You don't know if I have COVID-19 & don't show symptoms. Would you prefer I get my germs on you & get you sick? You need to sign a waiver releasing me from any responsibility if you get sick before I do it""",neg
"Day 1.  A STORY.  I was in Walmart Market today with an older white woman  (a polite one, but ill informed) that informed me she had been infected from COVID-19.  She was walking the entire store with a child of about 4-5 yo and NOT wearing a mask.  pic.twitter.com/IBxrbLQD9p",neg
"Congrats on living in Kansas. You have a much greater chance of being electrocuted than dying from Covid-19.

How often do you wash that mask? Just curious.",pos
"2020 study of masks

""both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.""

 https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
